Location,Year,Date,Daily Rainfall Total (mm),Highest  30-min Rainfall (mm),Highest  60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (degree celsius),Maximum Temperature (degree celsius),Minimum Temperature (degree celsius),Mean Wind Speed (km/h),Max Wind Speed (km/h) 
Somerset (Road),2020,5 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,6 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,7 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,8 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,9 Feb,5.6,2.0,2.2,2.2,—,—,—,—,—
Somerset (Road),2020,10 Feb,2.4,1.8,2.0,2.2,—,—,—,—,—
Somerset (Road),2020,11 Feb,65.2,10.2,17.8,28.0,—,—,—,—,—
Somerset (Road),2020,12 Feb,0.2,0.2,0.2,0.2,—,—,—,—,—
Somerset (Road),2020,13 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,14 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,15 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,16 Feb,0.8,0.8,0.8,0.8,—,—,—,—,—
Somerset (Road),2020,17 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,18 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,19 Feb,0.2,0.2,0.2,0.2,—,—,—,—,—
Somerset (Road),2020,20 Feb,0.4,0.2,0.2,0.2,—,—,—,—,—
Somerset (Road),2020,21 Feb,12.6,8.2,8.4,8.4,—,—,—,—,—
Somerset (Road),2020,22 Feb,1.6,0.8,0.8,0.8,—,—,—,—,—
Somerset (Road),2020,23 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,24 Feb,5.4,5.0,5.0,5.2,—,—,—,—,—
Somerset (Road),2020,25 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,26 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,27 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,28 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,29 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,1 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,2 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,3 Jan,1.4,1.4,1.4,1.4,—,—,—,—,—
Somerset (Road),2020,4 Jan,0.8,0.4,0.4,0.4,—,—,—,—,—
Somerset (Road),2020,5 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,6 Jan,11.4,5.8,7.4,9.8,—,—,—,—,—
Somerset (Road),2020,7 Jan,3.0,1.2,1.8,2.0,—,—,—,—,—
Somerset (Road),2020,8 Jan,1.6,1.6,1.6,1.6,—,—,—,—,—
Somerset (Road),2020,9 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,10 Jan,1.6,1.0,1.0,1.0,—,—,—,—,—
Somerset (Road),2020,11 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,12 Jan,5.2,2.8,4.0,4.8,—,—,—,—,—
Somerset (Road),2020,13 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,14 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,15 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,16 Jan,3.8,3.6,3.6,3.6,—,—,—,—,—
Somerset (Road),2020,17 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,18 Jan,2.0,2.0,2.0,2.0,—,—,—,—,—
Somerset (Road),2020,19 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,20 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,21 Jan,25.0,15.4,16.6,17.2,—,—,—,—,—
Somerset (Road),2020,22 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,23 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,24 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,25 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,26 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,27 Jan,9.4,5.8,7.8,9.2,—,—,—,—,—
Somerset (Road),2020,28 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Somerset (Road),2020,29 Jan,69.4,18.4,20.4,29.8,—,—,—,—,—
Somerset (Road),2020,30 Jan,0.2,0.2,0.2,0.2,—,—,—,—,—
Somerset (Road),2020,31 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—
Sembawang,2023,1 Feb,0.0,0.0,0.0,0.0,26.4,31.6,23.2,-,-
Sembawang,2023,2 Feb,3.0,1.8,2.4,3.0,26.6,31.7,24.4,-,-
Sembawang,2023,3 Feb,6.4,4.4,4.4,4.8,26.2,31.5,23.0,-,-
Sembawang,2023,4 Feb,8.2,1.6,3.0,4.4,24.6,27.7,23.5,-,-
Sembawang,2023,5 Feb,7.2,5.8,6.6,7.0,25.9,31.6,24.0,-,-
Sembawang,2023,6 Feb,0.0,0.0,0.0,0.0,26.1,30.4,23.6,-,-
Sembawang,2023,7 Feb,0.0,0.0,0.0,0.0,27.0,32.1,23.4,-,-
Sembawang,2023,8 Feb,0.0,0.0,0.0,0.0,27.2,32.0,24.5,-,-
Sembawang,2023,9 Feb,2.4,2.4,2.4,2.4,27.5,30.9,25.5,-,-
Sembawang,2023,10 Feb,6.6,5.6,5.8,6.2,27.2,32.4,24.8,-,-
Sembawang,2023,11 Feb,0.0,0.0,0.0,0.0,27.3,31.8,25.2,-,-
Sembawang,2023,12 Feb,60.7,21.7,40.2,45.0,25.2,30.8,22.3,-,-
Sembawang,2023,13 Feb,0.0,0.0,0.2,0.2,26.7,32.7,23.0,-,-
Sembawang,2023,14 Feb,56.3,29.9,43.6,52.5,26.4,33.0,24.0,-,-
Sembawang,2023,15 Feb,19.1,12.3,16.9,19.1,25.8,29.2,21.6,-,-
Sembawang,2023,16 Feb,0.0,0.0,0.0,0.0,26.6,31.2,22.3,-,-
Sembawang,2023,17 Feb,0.0,0.0,0.0,0.0,26.8,31.0,22.8,-,-
Sembawang,2023,18 Feb,0.0,0.0,0.0,0.0,27.6,32.0,24.1,-,-
Sembawang,2023,19 Feb,0.0,0.0,0.0,0.0,27.8,32.8,25.3,-,-
Sembawang,2023,20 Feb,3.2,1.4,2.2,3.2,26.6,31.1,24.2,-,-
Sembawang,2023,21 Feb,0.2,0.2,0.2,0.2,27.0,31.0,23.1,-,-
Sembawang,2023,22 Feb,0.4,0.2,0.2,0.4,27.1,30.5,25.0,-,-
Sembawang,2023,23 Feb,0.0,0.0,0.0,0.0,27.5,32.4,25.2,-,-
Sembawang,2023,24 Feb,0.0,0.0,0.0,0.0,27.6,31.8,25.5,-,-
Sembawang,2023,25 Feb,0.0,0.0,0.0,0.0,27.3,32.0,24.2,-,-
Sembawang,2023,26 Feb,3.2,1.4,1.4,1.8,27.2,31.7,24.0,-,-
Sembawang,2023,27 Feb,3.0,1.8,2.2,3.2,26.6,30.3,24.0,-,-
Sembawang,2023,28 Feb,127.4,23.1,43.0,74.0,24.7,27.6,22.4,-,-
Sembawang,2023,1 Jan,0.0,0.0,0.0,0.0,26.8,30.3,24.3,-,-
Sembawang,2023,2 Jan,0.0,0.0,0.0,0.0,27.4,31.7,23.8,-,-
Sembawang,2023,3 Jan,2.2,2.2,2.2,2.2,27.4,32.2,24.2,-,-
Sembawang,2023,4 Jan,0.0,0.0,0.0,0.0,26.6,29.8,24.5,-,-
Sembawang,2023,5 Jan,4.2,4.2,4.2,4.2,26.6,31.7,23.6,-,-
Sembawang,2023,6 Jan,0.0,0.0,0.0,0.0,28.2,34.1,23.6,-,-
Sembawang,2023,7 Jan,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2023,8 Jan,0.0,0.0,0.0,0.0,28.2,33.5,24.6,-,-
Sembawang,2023,9 Jan,0.0,0.0,0.0,0.0,27.6,33.0,23.5,-,-
Sembawang,2023,10 Jan,0.0,0.0,0.0,0.0,27.5,31.8,24.3,-,-
Sembawang,2023,11 Jan,5.0,2.6,4.6,5.0,25.7,30.2,23.5,-,-
Sembawang,2023,12 Jan,0.0,0.0,0.0,0.0,27.2,33.2,22.3,-,-
Sembawang,2023,13 Jan,17.7,15.7,17.5,17.5,26.5,31.8,24.0,-,-
Sembawang,2023,14 Jan,10.1,7.8,9.2,9.6,26.4,32.4,22.9,-,-
Sembawang,2023,15 Jan,0.0,0.0,0.0,0.0,27.2,32.3,23.3,-,-
Sembawang,2023,16 Jan,1.6,1.6,1.6,1.6,27.2,32.2,24.0,-,-
Sembawang,2023,17 Jan,0.0,0.0,0.0,0.0,27.9,32.9,24.7,-,-
Sembawang,2023,18 Jan,0.0,0.0,0.0,0.0,27.4,32.2,25.0,-,-
Sembawang,2023,19 Jan,8.6,2.8,3.6,5.6,26.2,29.8,24.7,-,-
Sembawang,2023,20 Jan,5.8,1.4,1.8,3.2,25.9,28.5,24.2,-,-
Sembawang,2023,21 Jan,0.0,0.0,0.0,0.4,27.4,32.2,23.4,-,-
Sembawang,2023,22 Jan,51.3,19.9,23.1,26.3,25.9,31.0,24.2,-,-
Sembawang,2023,23 Jan,8.4,5.2,6.2,6.4,25.2,27.5,24.0,-,-
Sembawang,2023,24 Jan,33.2,2.6,4.6,8.4,23.7,24.5,22.5,-,-
Sembawang,2023,25 Jan,38.8,19.3,23.3,24.5,23.6,25.5,22.4,-,-
Sembawang,2023,26 Jan,5.4,2.8,3.8,4.4,24.6,27.3,22.7,-,-
Sembawang,2023,27 Jan,0.0,0.0,0.0,0.0,26.8,31.8,22.5,-,-
Sembawang,2023,28 Jan,6.4,2.2,3.2,4.4,24.2,25.4,23.5,-,-
Sembawang,2023,29 Jan,10.0,2.4,4.2,7.4,24.2,25.7,23.0,-,-
Sembawang,2023,30 Jan,4.2,1.8,3.2,3.2,25.5,28.8,23.7,-,-
Sembawang,2023,31 Jan,2.8,1.0,1.4,2.0,25.0,27.2,23.4,-,-
Sembawang,2022,1 Dec,31.2,16.1,24.9,26.3,25.6,31.5,23.5,-,-
Sembawang,2022,2 Dec,9.8,7.8,8.2,9.2,25.6,29.5,23.6,-,-
Sembawang,2022,3 Dec,0.2,0.2,0.2,0.2,26.8,31.4,22.9,-,-
Sembawang,2022,4 Dec,10.1,6.6,7.6,9.8,26.8,30.5,23.6,-,-
Sembawang,2022,5 Dec,14.1,7.2,11.3,12.9,25.9,30.9,23.9,-,-
Sembawang,2022,6 Dec,3.2,3.0,3.2,3.2,26.2,31.9,23.2,-,-
Sembawang,2022,7 Dec,0.6,0.4,0.4,0.6,26.6,31.8,24.1,-,-
Sembawang,2022,8 Dec,4.4,3.2,3.2,3.2,26.3,30.2,24.0,-,-
Sembawang,2022,9 Dec,0.2,0.2,0.2,0.2,26.0,29.7,23.6,-,-
Sembawang,2022,10 Dec,0.0,0.0,0.0,0.0,26.4,30.5,23.3,-,-
Sembawang,2022,11 Dec,51.7,35.4,43.4,46.2,24.8,27.0,23.5,-,-
Sembawang,2022,12 Dec,0.0,0.0,0.0,0.0,26.3,29.5,23.2,-,-
Sembawang,2022,13 Dec,7.4,1.8,3.2,4.4,25.6,30.0,24.0,-,-
Sembawang,2022,14 Dec,2.8,0.8,1.0,1.2,25.1,26.4,24.4,-,-
Sembawang,2022,15 Dec,2.0,0.6,1.0,1.4,25.4,28.6,23.8,-,-
Sembawang,2022,16 Dec,0.0,0.0,0.0,0.0,26.9,32.5,23.4,-,-
Sembawang,2022,17 Dec,21.1,19.9,19.9,21.1,26.4,31.6,24.2,-,-
Sembawang,2022,18 Dec,6.2,4.8,4.8,5.2,25.9,31.6,22.9,-,-
Sembawang,2022,19 Dec,0.2,0.2,0.2,0.2,25.6,27.9,24.4,-,-
Sembawang,2022,20 Dec,0.8,0.6,0.8,0.8,26.2,32.0,22.5,-,-
Sembawang,2022,21 Dec,0.4,0.4,0.4,0.4,26.9,32.3,22.7,-,-
Sembawang,2022,22 Dec,0.2,0.2,0.2,0.2,26.1,28.9,24.6,-,-
Sembawang,2022,23 Dec,3.0,3.0,3.0,3.0,25.9,30.2,23.9,-,-
Sembawang,2022,24 Dec,0.0,0.0,0.0,0.0,26.8,30.8,24.0,-,-
Sembawang,2022,25 Dec,1.6,1.6,1.6,1.6,27.1,31.6,23.5,-,-
Sembawang,2022,26 Dec,0.0,0.0,0.0,0.0,27.0,30.2,25.1,-,-
Sembawang,2022,27 Dec,0.6,0.6,0.6,0.6,26.7,30.8,24.5,-,-
Sembawang,2022,28 Dec,0.2,0.2,0.2,0.2,26.4,29.5,24.0,-,-
Sembawang,2022,29 Dec,0.0,0.0,0.0,0.0,26.6,31.3,24.3,-,-
Sembawang,2022,30 Dec,0.0,0.0,0.0,0.0,27.2,31.6,24.3,-,-
Sembawang,2022,31 Dec,0.6,0.6,0.6,0.6,27.0,31.6,23.4,-,-
Sembawang,2022,1 Nov,0.0,0.0,0.0,0.0,26.8,29.6,24.1,-,-
Sembawang,2022,2 Nov,0.0,0.0,0.0,0.0,27.4,32.5,24.0,-,-
Sembawang,2022,3 Nov,2.0,1.8,2.0,2.0,27.0,31.5,23.9,-,-
Sembawang,2022,4 Nov,15.9,8.8,10.9,10.9,28.0,32.8,23.5,-,-
Sembawang,2022,5 Nov,33.6,17.1,23.3,26.9,25.1,27.4,22.2,-,-
Sembawang,2022,6 Nov,0.0,0.0,0.0,0.0,26.6,31.9,23.6,-,-
Sembawang,2022,7 Nov,106.5,38.0,61.7,98.3,26.4,32.3,23.2,-,-
Sembawang,2022,8 Nov,13.5,9.8,12.3,12.3,25.6,31.6,23.0,-,-
Sembawang,2022,9 Nov,1.2,0.6,1.0,1.0,26.0,29.2,23.1,-,-
Sembawang,2022,10 Nov,9.8,2.2,3.8,7.2,26.6,30.3,24.2,-,-
Sembawang,2022,11 Nov,3.2,3.0,3.0,3.0,26.5,31.5,23.5,-,-
Sembawang,2022,12 Nov,29.1,12.7,18.3,25.5,25.7,30.8,23.8,-,-
Sembawang,2022,13 Nov,9.0,4.4,7.2,8.8,25.8,30.5,23.3,-,-
Sembawang,2022,14 Nov,59.5,29.5,47.6,58.1,27.0,31.8,23.4,-,-
Sembawang,2022,15 Nov,1.4,0.6,0.8,0.8,27.4,31.8,23.7,-,-
Sembawang,2022,16 Nov,34.8,16.5,29.5,32.0,27.1,33.8,24.3,-,-
Sembawang,2022,17 Nov,0.8,0.8,0.8,0.8,27.2,31.9,24.1,-,-
Sembawang,2022,18 Nov,0.0,0.0,0.0,0.0,28.2,32.2,25.3,-,-
Sembawang,2022,19 Nov,7.0,2.0,3.2,5.4,25.8,27.3,22.9,-,-
Sembawang,2022,20 Nov,0.4,0.2,0.4,0.4,27.3,31.6,23.6,-,-
Sembawang,2022,21 Nov,2.4,1.4,2.4,2.4,27.7,32.6,22.9,-,-
Sembawang,2022,22 Nov,2.2,2.2,2.2,2.2,28.7,33.1,25.2,-,-
Sembawang,2022,23 Nov,3.8,3.0,3.4,3.8,26.6,30.6,23.2,-,-
Sembawang,2022,24 Nov,30.2,19.1,30.2,30.2,28.2,33.4,23.4,-,-
Sembawang,2022,25 Nov,8.2,14.5,31.6,36.2,27.2,31.1,23.7,-,-
Sembawang,2022,26 Nov,0.0,0.0,0.0,0.0,27.8,32.3,24.1,-,-
Sembawang,2022,27 Nov,8.8,8.2,8.4,8.4,25.7,29.0,23.4,-,-
Sembawang,2022,28 Nov,67.3,44.8,62.9,63.1,26.1,32.7,23.2,-,-
Sembawang,2022,29 Nov,9.8,9.8,9.8,9.8,26.3,32.8,23.4,-,-
Sembawang,2022,30 Nov,20.3,10.1,14.3,18.9,26.3,33.2,23.2,-,-
Sembawang,2022,1 Oct,27.7,20.7,24.1,24.1,26.5,31.2,24.4,-,-
Sembawang,2022,2 Oct,34.6,21.1,21.1,21.3,26.5,32.2,23.4,-,-
Sembawang,2022,3 Oct,50.5,30.2,38.8,48.2,25.7,32.1,23.1,-,-
Sembawang,2022,4 Oct,2.2,1.6,2.0,2.0,26.0,30.3,23.4,-,-
Sembawang,2022,5 Oct,48.2,18.9,29.1,44.0,25.8,29.1,23.4,-,-
Sembawang,2022,6 Oct,21.1,14.3,18.9,18.9,25.6,30.4,23.9,-,-
Sembawang,2022,7 Oct,4.4,1.4,2.0,3.2,25.0,29.6,23.7,-,-
Sembawang,2022,8 Oct,0.0,0.0,0.0,0.0,27.2,32.0,23.4,-,-
Sembawang,2022,9 Oct,0.0,0.0,0.0,0.0,27.6,31.3,24.9,-,-
Sembawang,2022,10 Oct,30.4,10.0,13.7,23.9,26.3,29.0,23.4,-,-
Sembawang,2022,11 Oct,6.0,3.2,5.0,5.8,27.8,33.1,24.0,-,-
Sembawang,2022,12 Oct,7.4,4.6,4.6,4.6,26.0,29.4,23.5,-,-
Sembawang,2022,13 Oct,0.0,0.0,0.0,0.0,27.8,32.8,24.1,-,-
Sembawang,2022,14 Oct,0.0,0.0,0.0,0.0,27.2,31.0,23.9,-,-
Sembawang,2022,15 Oct,0.0,0.0,0.0,0.0,28.0,32.5,24.7,-,-
Sembawang,2022,16 Oct,15.3,4.0,7.8,10.9,26.7,31.0,23.3,-,-
Sembawang,2022,17 Oct,7.2,4.6,6.4,7.2,27.3,31.5,23.3,-,-
Sembawang,2022,18 Oct,0.0,0.0,0.0,0.0,27.8,31.7,24.3,-,-
Sembawang,2022,19 Oct,10.9,10.9,10.9,10.9,27.8,31.7,25.1,-,-
Sembawang,2022,20 Oct,0.0,0.0,0.0,0.0,29.6,33.8,25.7,-,-
Sembawang,2022,21 Oct,26.7,14.3,19.9,23.9,26.2,29.5,23.1,-,-
Sembawang,2022,22 Oct,3.0,1.2,1.6,2.0,26.3,32.0,23.9,-,-
Sembawang,2022,23 Oct,0.0,0.0,0.0,0.0,26.6,29.9,23.8,-,-
Sembawang,2022,24 Oct,0.6,0.2,0.4,0.6,27.0,30.1,24.9,-,-
Sembawang,2022,25 Oct,16.9,5.4,10.7,13.5,26.3,31.2,23.3,-,-
Sembawang,2022,26 Oct,0.2,0.2,0.2,0.2,25.7,29.2,23.6,-,-
Sembawang,2022,27 Oct,1.8,1.4,1.8,1.8,27.5,32.6,24.1,-,-
Sembawang,2022,28 Oct,0.6,0.4,0.4,0.4,27.8,33.4,24.5,-,-
Sembawang,2022,29 Oct,0.0,0.0,0.0,0.0,27.8,32.9,24.0,-,-
Sembawang,2022,30 Oct,52.7,26.1,31.0,49.9,27.9,32.9,23.9,-,-
Sembawang,2022,31 Oct,8.2,7.4,21.5,29.5,27.2,31.7,23.5,-,-
Sembawang,2022,1 Sep,18.9,15.7,18.9,18.9,27.3,33.1,24.0,-,-
Sembawang,2022,2 Sep,1.6,0.8,1.0,1.6,26.1,30.4,23.8,-,-
Sembawang,2022,3 Sep,0.0,0.0,0.0,0.0,27.8,32.4,23.8,-,-
Sembawang,2022,4 Sep,20.5,8.0,10.7,11.1,26.5,30.1,23.4,-,-
Sembawang,2022,5 Sep,64.1,55.7,60.5,63.7,25.9,31.2,22.9,-,-
Sembawang,2022,6 Sep,0.0,0.0,0.0,0.0,27.6,33.0,23.9,-,-
Sembawang,2022,7 Sep,0.0,0.0,0.0,0.0,26.6,30.6,24.7,-,-
Sembawang,2022,8 Sep,0.0,0.0,0.0,0.0,27.7,32.1,25.0,-,-
Sembawang,2022,9 Sep,12.5,9.0,10.1,10.7,26.1,29.3,24.8,-,-
Sembawang,2022,10 Sep,0.2,0.2,0.2,0.2,27.8,32.2,24.3,-,-
Sembawang,2022,11 Sep,20.7,20.5,20.7,20.7,26.4,30.0,24.5,-,-
Sembawang,2022,12 Sep,0.0,0.0,0.0,0.0,27.3,32.2,22.4,-,-
Sembawang,2022,13 Sep,9.4,7.6,9.2,9.4,26.5,31.3,23.5,-,-
Sembawang,2022,14 Sep,1.0,1.0,1.0,1.0,26.6,29.5,24.4,-,-
Sembawang,2022,15 Sep,0.0,0.0,0.0,0.0,27.4,31.9,24.0,-,-
Sembawang,2022,16 Sep,0.0,0.0,0.0,0.0,28.0,32.4,23.9,-,-
Sembawang,2022,17 Sep,0.4,0.2,0.4,0.4,27.5,30.7,24.3,-,-
Sembawang,2022,18 Sep,49.2,26.5,35.2,40.4,25.2,27.5,22.8,-,-
Sembawang,2022,19 Sep,0.0,0.0,0.0,0.0,27.1,30.5,24.0,-,-
Sembawang,2022,20 Sep,0.0,0.0,0.0,0.0,26.3,29.0,24.0,-,-
Sembawang,2022,21 Sep,0.0,0.0,0.0,0.0,28.1,32.5,24.2,-,-
Sembawang,2022,22 Sep,59.3,20.3,36.8,55.3,26.0,29.2,23.0,-,-
Sembawang,2022,23 Sep,0.0,0.0,0.0,0.0,28.2,32.4,24.6,-,-
Sembawang,2022,24 Sep,0.8,0.4,0.4,0.6,27.4,31.9,24.3,-,-
Sembawang,2022,25 Sep,58.5,31.2,42.2,48.4,25.7,30.4,21.9,-,-
Sembawang,2022,26 Sep,0.2,0.2,0.2,0.2,27.2,30.4,24.2,-,-
Sembawang,2022,27 Sep,0.0,0.0,0.0,0.0,27.6,32.6,23.5,-,-
Sembawang,2022,28 Sep,0.0,0.0,0.0,0.0,27.8,32.3,24.3,-,-
Sembawang,2022,29 Sep,20.7,17.5,19.7,20.1,26.9,31.1,23.3,-,-
Sembawang,2022,30 Sep,0.0,0.0,0.0,0.0,28.1,33.0,24.4,-,-
Sembawang,2022,1 Aug,0.2,0.2,0.2,0.2,27.6,30.7,24.4,-,-
Sembawang,2022,2 Aug,37.4,10.7,17.7,17.9,25.7,30.7,23.6,-,-
Sembawang,2022,3 Aug,2.2,0.6,0.8,1.0,25.6,28.3,23.5,-,-
Sembawang,2022,4 Aug,2.4,2.2,2.4,2.6,25.7,28.8,23.2,-,-
Sembawang,2022,5 Aug,0.0,0.0,0.0,0.0,27.0,31.0,24.4,-,-
Sembawang,2022,6 Aug,0.0,0.0,0.0,0.0,28.6,32.6,24.3,-,-
Sembawang,2022,7 Aug,0.0,0.0,0.0,0.0,28.0,31.5,24.9,-,-
Sembawang,2022,8 Aug,0.0,0.0,0.0,0.0,29.3,32.8,25.1,-,-
Sembawang,2022,9 Aug,0.0,0.0,0.0,0.0,28.7,33.7,24.1,-,-
Sembawang,2022,10 Aug,0.0,0.0,0.0,0.0,29.2,33.0,24.7,-,-
Sembawang,2022,11 Aug,0.0,0.0,0.0,0.0,29.8,33.6,25.9,-,-
Sembawang,2022,12 Aug,0.6,0.6,0.6,0.6,29.0,32.8,25.4,-,-
Sembawang,2022,13 Aug,20.7,18.1,19.7,20.5,26.6,31.2,23.5,-,-
Sembawang,2022,14 Aug,66.5,52.3,65.7,66.5,26.7,33.4,22.7,-,-
Sembawang,2022,15 Aug,0.0,0.0,0.0,0.0,27.6,31.4,24.4,-,-
Sembawang,2022,16 Aug,13.1,11.3,12.7,12.7,26.5,30.5,23.3,-,-
Sembawang,2022,17 Aug,0.0,0.0,0.0,0.0,28.4,33.5,24.5,-,-
Sembawang,2022,18 Aug,4.8,2.0,3.0,3.0,27.3,32.2,24.6,-,-
Sembawang,2022,19 Aug,0.0,0.0,0.0,0.0,27.8,32.4,24.4,-,-
Sembawang,2022,20 Aug,31.2,26.1,29.9,30.8,27.0,32.2,24.3,-,-
Sembawang,2022,21 Aug,37.6,24.7,33.2,36.0,26.1,29.5,23.8,-,-
Sembawang,2022,22 Aug,0.0,0.0,0.0,0.0,28.4,32.5,24.1,-,-
Sembawang,2022,23 Aug,37.2,25.9,30.6,30.6,25.9,28.8,23.7,-,-
Sembawang,2022,24 Aug,0.8,0.6,0.8,0.8,26.7,32.1,23.3,-,-
Sembawang,2022,25 Aug,1.2,0.4,0.8,0.8,26.5,31.1,24.5,-,-
Sembawang,2022,26 Aug,3.2,1.4,1.4,1.6,25.2,26.7,23.4,-,-
Sembawang,2022,27 Aug,26.7,12.9,20.9,25.9,25.6,31.3,22.9,-,-
Sembawang,2022,28 Aug,1.4,0.6,0.8,1.2,26.3,30.9,23.4,-,-
Sembawang,2022,29 Aug,7.2,4.2,5.8,6.0,26.1,30.9,23.5,-,-
Sembawang,2022,30 Aug,0.6,0.6,0.6,0.6,26.5,29.8,24.5,-,-
Sembawang,2022,31 Aug,0.0,0.0,0.0,0.0,28.0,32.9,23.4,-,-
Sembawang,2022,1 Jul,0.0,0.0,0.0,0.0,28.4,32.7,23.7,-,-
Sembawang,2022,2 Jul,0.0,0.0,0.0,0.0,28.1,32.4,23.8,-,-
Sembawang,2022,3 Jul,0.0,0.0,0.0,0.0,27.9,32.6,24.0,-,-
Sembawang,2022,4 Jul,2.8,2.6,2.8,2.8,28.0,33.8,24.2,-,-
Sembawang,2022,5 Jul,0.2,0.2,0.2,0.2,26.8,31.7,24.6,-,-
Sembawang,2022,6 Jul,0.0,0.0,0.0,0.0,27.7,31.6,25.1,-,-
Sembawang,2022,7 Jul,0.0,0.0,0.0,0.0,28.8,33.0,24.9,-,-
Sembawang,2022,8 Jul,4.2,2.8,3.0,4.0,27.8,31.8,24.5,-,-
Sembawang,2022,9 Jul,0.0,0.0,0.0,0.0,28.9,33.2,25.4,-,-
Sembawang,2022,10 Jul,11.3,11.1,11.3,11.3,26.8,29.7,23.8,-,-
Sembawang,2022,11 Jul,0.0,0.0,0.0,0.0,27.7,31.9,23.7,-,-
Sembawang,2022,12 Jul,0.0,0.0,0.0,0.0,27.7,31.6,24.3,-,-
Sembawang,2022,13 Jul,0.0,0.0,0.0,0.0,28.3,32.0,25.3,-,-
Sembawang,2022,14 Jul,0.0,0.0,0.0,0.0,28.4,32.5,25.6,-,-
Sembawang,2022,15 Jul,0.6,0.6,0.6,0.6,28.1,32.1,24.9,-,-
Sembawang,2022,16 Jul,0.0,0.0,0.0,0.0,29.0,32.7,24.9,-,-
Sembawang,2022,17 Jul,0.0,0.0,0.0,0.0,30.0,33.4,28.0,-,-
Sembawang,2022,18 Jul,0.0,0.0,0.0,0.0,29.9,33.8,27.7,-,-
Sembawang,2022,19 Jul,0.0,0.0,0.0,0.0,30.1,33.7,27.5,-,-
Sembawang,2022,20 Jul,21.1,14.7,16.7,16.7,26.3,29.8,22.2,-,-
Sembawang,2022,21 Jul,1.0,0.8,1.0,1.0,27.2,32.2,24.2,-,-
Sembawang,2022,22 Jul,12.7,12.5,12.7,12.7,26.6,32.0,23.9,-,-
Sembawang,2022,23 Jul,0.0,0.0,0.0,0.0,27.9,33.8,24.4,-,-
Sembawang,2022,24 Jul,27.5,19.1,23.9,23.9,26.3,32.3,23.8,-,-
Sembawang,2022,25 Jul,10.7,10.3,10.7,10.7,26.3,30.8,23.3,-,-
Sembawang,2022,26 Jul,9.4,6.6,8.4,8.4,26.3,29.9,23.3,-,-
Sembawang,2022,27 Jul,0.0,0.0,0.0,0.0,28.7,33.0,23.6,-,-
Sembawang,2022,28 Jul,11.1,6.4,6.6,10.5,28.1,31.1,25.0,-,-
Sembawang,2022,29 Jul,41.8,25.7,35.6,36.8,26.6,31.6,23.5,-,-
Sembawang,2022,30 Jul,0.0,0.0,0.0,0.2,28.0,32.5,23.8,-,-
Sembawang,2022,31 Jul,0.0,0.0,0.0,0.0,28.4,32.7,25.3,-,-
