Location,Year,Date,Daily Rainfall Total (mm),Highest  30-min Rainfall (mm),Highest  60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (degree celsius),Maximum Temperature (degree celsius),Minimum Temperature (degree celsius),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Paya Lebar,2022,19 Jun,3.2,3.2,3.2,3.2,27.6,32.2,24.6,5.2,25.9
Paya Lebar,2022,20 Jun,9.8,5.2,7.0,7.2,-,28.1,24.0,-,40.7
Paya Lebar,2022,21 Jun,0.0,0.0,0.0,0.0,-,30.1,25.6,-,37.0
Paya Lebar,2022,22 Jun,0.0,0.0,0.0,0.0,-,32.7,25.7,-,33.3
Paya Lebar,2022,23 Jun,39.8,19.2,20.8,25.0,-,31.3,23.6,-,44.4
Paya Lebar,2022,24 Jun,2.8,2.4,2.4,2.4,-,31.2,24.9,-,37.0
Paya Lebar,2022,25 Jun,14.0,6.8,7.0,9.0,-,28.9,24.1,-,31.5
Paya Lebar,2022,26 Jun,0.0,0.0,0.0,0.0,-,32.9,25.8,-,29.6
Paya Lebar,2022,27 Jun,0.0,0.0,0.0,0.0,29.2,33.0,26.2,9.0,38.9
Paya Lebar,2022,28 Jun,0.0,0.0,0.0,0.0,28.0,32.7,25.5,7.3,38.9
Paya Lebar,2022,29 Jun,0.0,0.0,0.0,0.0,29.0,32.7,25.6,9.6,35.2
Paya Lebar,2022,30 Jun,6.4,3.2,4.2,6.2,27.6,30.0,24.3,11.2,48.2
Paya Lebar,2022,1 May,0.4,0.4,0.4,0.4,28.9,33.8,26.1,6.1,25.9
Paya Lebar,2022,2 May,3.8,1.6,2.4,3.6,28.3,31.3,24.8,11.9,40.7
Paya Lebar,2022,3 May,2.6,1.4,2.2,2.6,28.8,32.4,25.1,12.0,42.6
Paya Lebar,2022,4 May,12.6,6.6,7.0,10.0,28.4,31.6,24.2,11.7,31.5
Paya Lebar,2022,5 May,0.0,0.0,0.0,0.0,29.6,32.5,27.9,10.6,24.1
Paya Lebar,2022,6 May,0.0,0.0,0.0,0.0,29.9,33.6,26.8,9.2,27.8
Paya Lebar,2022,7 May,11.8,6.2,6.2,6.2,28.1,32.4,24.7,7.5,48.2
Paya Lebar,2022,8 May,1.8,0.6,0.6,1.2,28.0,30.8,25.5,7.6,33.3
Paya Lebar,2022,9 May,13.8,12.8,13.4,13.6,29.6,34.0,25.3,9.5,35.2
Paya Lebar,2022,10 May,0.0,0.0,0.0,0.2,30.2,35.6,26.6,7.9,29.6
Paya Lebar,2022,11 May,36.6,14.2,23.6,34.0,27.9,30.8,24.0,7.3,42.6
Paya Lebar,2022,12 May,0.0,0.0,0.0,0.0,30.3,35.4,26.5,9.8,37.0
Paya Lebar,2022,13 May,0.0,0.0,0.0,0.0,30.0,35.7,26.7,6.9,25.9
Paya Lebar,2022,14 May,0.0,0.0,0.0,0.0,30.2,34.7,27.6,7.9,24.1
Paya Lebar,2022,15 May,0.0,0.0,0.0,0.0,29.3,34.3,26.7,7.4,42.6
Paya Lebar,2022,16 May,11.4,5.4,7.0,11.2,27.6,32.4,24.9,7.9,40.7
Paya Lebar,2022,17 May,0.0,0.0,0.0,0.0,29.4,33.2,25.2,8.2,27.8
Paya Lebar,2022,18 May,0.0,0.0,0.0,0.0,30.2,34.1,26.7,8.6,31.5
Paya Lebar,2022,19 May,7.6,4.2,4.4,7.0,28.3,33.9,25.3,6.3,27.8
Paya Lebar,2022,20 May,0.2,0.2,0.2,0.2,27.7,33.5,25.7,4.9,42.6
Paya Lebar,2022,21 May,0.0,0.0,0.0,0.0,28.7,33.4,25.2,6.7,27.8
Paya Lebar,2022,22 May,0.0,0.0,0.0,0.0,29.9,33.4,27.1,11.3,37.0
Paya Lebar,2022,23 May,29.6,25.8,29.4,29.6,28.9,34.1,24.6,8.3,42.6
Paya Lebar,2022,24 May,0.0,0.0,0.0,0.0,29.5,34.8,25.0,6.2,31.5
Paya Lebar,2022,25 May,7.4,3.2,3.8,6.6,28.2,34.1,25.1,7.3,42.6
Paya Lebar,2022,26 May,0.2,0.2,0.2,0.2,29.0,34.5,24.6,6.8,24.1
Paya Lebar,2022,27 May,0.0,0.0,0.0,0.0,30.2,35.1,26.2,8.2,33.3
Paya Lebar,2022,28 May,0.0,0.0,0.0,0.0,29.7,33.3,26.7,8.1,38.9
Paya Lebar,2022,29 May,0.0,0.0,0.0,0.0,31.0,36.0,27.1,7.7,27.8
Paya Lebar,2022,30 May,0.0,0.0,0.0,0.0,31.0,36.1,27.0,6.8,29.6
Paya Lebar,2022,31 May,0.0,0.0,0.0,0.0,29.9,34.8,27.1,6.8,37.0
Paya Lebar,2022,1 Apr,0.0,0.0,0.0,0.0,29.1,35.1,25.2,6.9,31.5
Paya Lebar,2022,2 Apr,9.4,4.6,5.8,5.8,27.8,32.9,25.0,4.6,25.9
Paya Lebar,2022,3 Apr,0.0,0.0,0.0,0.0,27.2,31.7,24.9,6.3,33.3
Paya Lebar,2022,4 Apr,0.0,0.0,0.0,0.0,27.9,32.5,23.7,8.1,33.3
Paya Lebar,2022,5 Apr,0.0,0.0,0.0,0.0,28.4,32.9,25.6,10.6,37.0
Paya Lebar,2022,6 Apr,34.4,22.4,27.8,28.8,27.5,33.2,23.1,6.3,40.7
Paya Lebar,2022,7 Apr,0.2,0.2,0.2,0.2,26.5,28.4,24.6,7.6,25.9
Paya Lebar,2022,8 Apr,0.0,0.0,0.0,0.0,27.8,33.3,24.6,9.3,40.7
Paya Lebar,2022,9 Apr,2.0,1.4,1.6,2.0,26.8,30.0,23.1,7.9,46.3
Paya Lebar,2022,10 Apr,14.8,12.0,12.4,14.6,26.7,32.9,24.6,4.9,33.3
Paya Lebar,2022,11 Apr,23.2,17.0,20.4,22.4,26.6,31.5,24.2,3.4,24.1
Paya Lebar,2022,12 Apr,0.4,0.2,0.4,0.4,28.1,32.9,24.4,3.7,22.2
Paya Lebar,2022,13 Apr,0.0,0.0,0.0,0.0,28.0,31.6,25.4,6.2,35.2
Paya Lebar,2022,14 Apr,1.6,1.6,1.6,1.6,28.8,33.3,23.3,9.7,38.9
Paya Lebar,2022,15 Apr,6.0,3.0,3.8,5.2,28.7,33.0,25.2,6.6,37.0
Paya Lebar,2022,16 Apr,22.8,19.4,22.8,22.8,29.1,33.4,23.4,8.8,44.4
Paya Lebar,2022,17 Apr,39.2,19.8,27.8,37.4,28.5,33.9,25.2,6.9,27.8
Paya Lebar,2022,18 Apr,14.2,3.6,5.0,7.8,27.8,33.9,24.3,8.5,46.3
Paya Lebar,2022,19 Apr,9.4,3.8,5.8,5.8,27.4,33.3,24.8,4.8,33.3
Paya Lebar,2022,20 Apr,7.0,7.0,7.0,7.0,28.0,33.9,25.1,5.4,33.3
Paya Lebar,2022,21 Apr,17.6,9.6,15.6,16.2,26.1,28.7,24.3,3.7,37.0
Paya Lebar,2022,22 Apr,0.0,0.0,0.0,0.0,28.9,34.6,24.5,8.3,35.2
Paya Lebar,2022,23 Apr,0.0,0.0,0.0,0.0,29.0,35.0,26.2,5.8,48.2
Paya Lebar,2022,24 Apr,0.0,0.0,0.0,0.0,29.0,32.6,26.2,4.7,24.1
Paya Lebar,2022,25 Apr,1.6,1.2,1.6,1.6,28.6,33.8,25.9,5.4,33.3
Paya Lebar,2022,26 Apr,0.0,0.0,0.0,0.0,28.6,32.0,25.4,4.8,31.5
Paya Lebar,2022,27 Apr,0.4,0.2,0.2,0.2,27.7,33.2,25.9,4.3,35.2
Paya Lebar,2022,28 Apr,10.4,5.4,9.8,10.4,28.0,34.2,24.9,4.6,31.5
Paya Lebar,2022,29 Apr,0.2,0.2,0.2,0.2,28.9,34.0,26.1,6.6,31.5
Paya Lebar,2022,30 Apr,23.0,11.0,12.0,12.0,27.8,33.5,24.6,5.6,40.7
Paya Lebar,2022,1 Mar,0.0,0.0,0.0,0.0,-,32.6,25.7,-,40.7
Paya Lebar,2022,2 Mar,45.8,22.4,30.4,43.8,-,33.6,22.6,-,48.2
Paya Lebar,2022,3 Mar,20.0,14.0,14.2,16.8,27.1,34.1,23.6,10.5,42.6
Paya Lebar,2022,4 Mar,0.0,0.0,0.0,0.0,-,32.7,25.1,-,38.9
Paya Lebar,2022,5 Mar,14.4,6.8,7.4,7.4,-,34.6,23.7,-,40.7
Paya Lebar,2022,6 Mar,0.2,0.2,0.2,0.2,-,33.7,24.7,-,22.2
Paya Lebar,2022,7 Mar,24.6,15.4,21.6,23.6,-,33.3,24.7,-,31.5
Paya Lebar,2022,8 Mar,0.0,0.0,0.0,0.0,-,32.5,24.3,-,27.8
Paya Lebar,2022,9 Mar,0.0,0.0,0.0,0.0,28.6,32.3,25.5,13.3,33.3
Paya Lebar,2022,10 Mar,5.8,2.4,3.4,5.8,-,33.1,23.4,-,61.1
Paya Lebar,2022,11 Mar,2.2,1.8,2.0,2.0,-,34.8,26.0,-,31.5
Paya Lebar,2022,12 Mar,0.0,0.0,0.0,0.0,-,34.9,25.5,-,37.0
Paya Lebar,2022,13 Mar,1.8,1.6,1.8,1.8,-,-,-,-,25.9
Paya Lebar,2022,14 Mar,5.8,5.4,5.8,5.8,-,33.6,26.4,-,24.1
Paya Lebar,2022,15 Mar,6.8,2.4,4.0,5.4,-,32.6,23.9,-,38.9
Paya Lebar,2022,16 Mar,1.2,1.0,1.2,1.2,28.2,32.8,24.6,5.8,24.1
Paya Lebar,2022,17 Mar,4.8,3.2,4.6,4.6,27.9,32.7,25.7,5.6,31.5
Paya Lebar,2022,18 Mar,0.0,0.0,0.0,0.0,28.7,35.0,25.8,7.5,33.3
Paya Lebar,2022,19 Mar,0.0,0.0,0.0,0.0,29.4,34.7,26.4,8.5,25.9
Paya Lebar,2022,20 Mar,0.0,0.0,0.0,0.0,29.0,33.0,26.3,10.3,31.5
Paya Lebar,2022,21 Mar,13.2,7.2,11.2,12.8,28.6,33.3,22.2,9.2,42.6
Paya Lebar,2022,22 Mar,24.2,11.2,22.0,24.2,28.3,32.7,23.6,8.3,35.2
Paya Lebar,2022,23 Mar,0.0,0.0,0.0,0.0,28.6,33.2,25.9,7.9,33.3
Paya Lebar,2022,24 Mar,11.4,10.6,11.2,11.4,28.1,35.4,24.6,7.9,53.7
Paya Lebar,2022,25 Mar,34.8,24.6,34.6,34.8,28.0,34.5,23.8,7.3,37.0
Paya Lebar,2022,26 Mar,0.0,0.0,0.0,0.0,28.7,34.3,25.6,9.7,37.0
Paya Lebar,2022,27 Mar,0.0,0.0,0.0,0.0,29.0,34.9,24.8,7.3,29.6
Paya Lebar,2022,28 Mar,10.4,10.0,10.4,10.4,28.0,34.6,23.3,8.2,35.2
Paya Lebar,2022,29 Mar,44.0,32.6,43.8,44.0,27.9,34.4,21.9,9.1,42.6
Paya Lebar,2022,30 Mar,0.4,0.4,0.4,0.4,28.8,34.2,25.1,7.1,27.8
Paya Lebar,2022,31 Mar,27.0,24.0,27.0,27.0,27.9,33.8,23.0,7.5,42.6
Paya Lebar,2022,1 Feb,0.0,0.0,0.0,0.0,28.4,33.1,25.5,16.2,44.4
Paya Lebar,2022,2 Feb,0.0,0.0,0.0,0.0,28.6,33.5,24.5,11.0,31.5
Paya Lebar,2022,3 Feb,0.0,0.0,0.0,0.0,29.1,33.9,25.8,16.7,40.7
Paya Lebar,2022,4 Feb,0.0,0.0,0.0,0.0,29.2,34.2,25.2,19.6,50.0
Paya Lebar,2022,5 Feb,8.6,6.0,6.0,6.0,28.1,33.0,25.0,16.7,53.7
Paya Lebar,2022,6 Feb,14.4,2.4,4.4,5.4,26.2,29.9,24.8,9.5,29.6
Paya Lebar,2022,7 Feb,0.8,0.6,0.8,0.8,26.8,30.4,25.1,14.2,38.9
Paya Lebar,2022,8 Feb,0.6,0.4,0.4,0.4,27.2,31.3,24.5,12.3,31.5
Paya Lebar,2022,9 Feb,17.0,8.0,9.4,9.6,26.6,33.1,24.5,10.0,35.2
Paya Lebar,2022,10 Feb,17.2,2.0,3.0,4.8,24.7,26.0,23.8,7.6,24.1
Paya Lebar,2022,11 Feb,16.4,12.0,13.8,15.0,25.5,29.6,23.0,9.7,38.9
Paya Lebar,2022,12 Feb,0.8,0.6,0.8,0.8,27.5,33.0,23.4,12.3,37.0
Paya Lebar,2022,13 Feb,7.0,6.6,7.0,7.0,27.2,33.1,24.1,8.3,27.8
Paya Lebar,2022,14 Feb,3.4,3.2,3.4,3.4,27.8,32.1,24.7,9.3,25.9
Paya Lebar,2022,15 Feb,0.0,0.0,0.0,0.0,-,33.0,26.0,-,31.5
Paya Lebar,2022,16 Feb,13.2,10.6,12.4,12.6,-,28.6,22.4,-,48.2
Paya Lebar,2022,17 Feb,0.0,0.0,0.0,0.0,-,32.4,24.2,-,33.3
Paya Lebar,2022,18 Feb,0.0,0.0,0.0,0.0,-,33.6,26.4,-,29.6
Paya Lebar,2022,19 Feb,0.6,0.6,0.6,0.6,-,32.9,25.6,-,38.9
Paya Lebar,2022,20 Feb,35.6,22.0,25.6,35.6,-,34.8,22.9,-,38.9
Paya Lebar,2022,21 Feb,0.0,0.0,0.0,0.0,-,33.6,25.1,-,37.0
Paya Lebar,2022,22 Feb,0.0,0.0,0.0,0.0,-,33.7,24.9,-,38.9
Paya Lebar,2022,23 Feb,6.6,6.6,6.6,6.6,-,32.3,25.2,-,50.0
Paya Lebar,2022,24 Feb,19.4,6.8,10.6,11.4,-,28.5,23.1,-,42.6
Paya Lebar,2022,25 Feb,14.8,14.6,14.8,14.8,-,34.1,23.7,-,51.9
Paya Lebar,2022,26 Feb,0.0,0.0,0.0,0.0,-,29.8,24.3,-,24.1
Paya Lebar,2022,27 Feb,126.2,46.6,79.0,114.6,-,30.8,22.5,-,42.6
Paya Lebar,2022,28 Feb,0.0,0.0,0.0,0.0,-,33.2,24.3,-,40.7
Paya Lebar,2022,1 Jan,14.4,4.8,5.6,5.6,-,31.0,23.3,-,31.5
Paya Lebar,2022,2 Jan,57.2,12.2,15.6,22.4,-,24.9,23.2,-,31.5
Paya Lebar,2022,3 Jan,2.0,1.4,1.4,1.6,-,31.6,23.4,-,33.3
Paya Lebar,2022,4 Jan,4.2,1.2,1.8,2.0,-,32.4,24.1,-,53.7
Paya Lebar,2022,5 Jan,0.0,0.0,0.0,0.0,-,34.3,25.2,-,38.9
Paya Lebar,2022,6 Jan,0.2,0.2,0.2,0.2,-,33.4,25.0,-,37.0
Paya Lebar,2022,7 Jan,0.0,0.0,0.0,0.0,-,33.3,25.6,-,37.0
Paya Lebar,2022,8 Jan,0.0,0.0,0.0,0.0,-,32.5,25.8,-,38.9
Paya Lebar,2022,9 Jan,0.0,0.0,0.0,0.0,-,33.0,25.6,-,44.4
Paya Lebar,2022,10 Jan,0.0,0.0,0.0,0.0,-,33.6,25.8,-,42.6
Paya Lebar,2022,11 Jan,0.0,0.0,0.0,0.0,-,32.7,25.2,-,38.9
Paya Lebar,2022,12 Jan,0.0,0.0,0.0,0.0,-,32.9,25.3,-,46.3
Paya Lebar,2022,13 Jan,0.0,0.0,0.0,0.0,-,33.1,24.8,-,46.3
Paya Lebar,2022,14 Jan,0.0,0.0,0.0,0.0,-,32.8,25.3,-,44.4
Paya Lebar,2022,15 Jan,0.0,0.0,0.0,0.0,-,33.8,25.7,-,38.9
Paya Lebar,2022,16 Jan,0.0,0.0,0.0,0.0,-,33.5,25.8,-,46.3
Paya Lebar,2022,17 Jan,1.6,1.0,1.0,1.6,-,31.3,25.8,-,50.0
Paya Lebar,2022,18 Jan,0.0,0.0,0.0,0.0,-,33.3,25.6,-,50.0
Paya Lebar,2022,19 Jan,5.2,5.0,5.2,5.2,-,31.5,24.1,-,55.6
Paya Lebar,2022,20 Jan,1.2,0.4,0.6,0.8,-,32.7,25.4,-,38.9
Paya Lebar,2022,21 Jan,0.0,0.0,0.0,0.0,-,33.0,24.4,-,42.6
Paya Lebar,2022,22 Jan,0.0,0.0,0.0,0.0,-,33.6,24.6,-,33.3
Paya Lebar,2022,23 Jan,0.0,0.0,0.0,0.0,-,33.6,24.0,-,31.5
Paya Lebar,2022,24 Jan,0.4,0.4,0.4,0.4,-,34.3,25.1,-,27.8
Paya Lebar,2022,25 Jan,0.0,0.0,0.0,0.0,-,33.8,25.1,-,40.7
Paya Lebar,2022,26 Jan,0.0,0.0,0.0,0.0,-,33.7,25.5,-,38.9
Paya Lebar,2022,27 Jan,0.0,0.0,0.0,0.0,-,33.8,25.4,-,38.9
Paya Lebar,2022,28 Jan,0.0,0.0,0.0,0.0,-,34.9,25.0,-,37.0
Paya Lebar,2022,29 Jan,0.0,0.0,0.0,0.0,-,34.0,24.5,-,37.0
Paya Lebar,2022,30 Jan,11.6,10.0,11.6,11.6,-,34.2,24.3,-,37.0
Paya Lebar,2022,31 Jan,0.0,0.0,0.0,0.0,-,33.6,25.1,-,35.2
Paya Lebar,2021,1 Dec,0.0,0.0,0.0,0.0,30.1,33.7,26.5,9.9,35.2
Paya Lebar,2021,2 Dec,5.6,2.4,2.4,3.8,26.4,29.0,23.6,9.6,44.4
Paya Lebar,2021,3 Dec,0.0,0.0,0.0,0.0,27.6,32.4,24.7,13.6,44.4
Paya Lebar,2021,4 Dec,0.0,0.0,0.0,0.0,28.0,32.5,25.7,16.7,44.4
Paya Lebar,2021,5 Dec,0.0,0.0,0.0,0.0,27.8,30.9,26.1,17.4,44.4
Paya Lebar,2021,6 Dec,0.0,0.0,0.0,0.0,28.3,32.7,26.0,16.8,38.9
Paya Lebar,2021,7 Dec,0.0,0.0,0.0,0.0,28.6,33.2,26.1,21.6,46.3
Paya Lebar,2021,8 Dec,0.0,0.0,0.0,0.0,28.4,32.8,26.2,21.8,50.0
Paya Lebar,2021,9 Dec,0.0,0.0,0.0,0.0,28.5,33.9,25.6,18.0,42.6
Paya Lebar,2021,10 Dec,23.4,12.0,12.6,14.0,27.3,32.1,24.5,14.2,42.6
Paya Lebar,2021,11 Dec,15.0,9.0,9.4,13.4,27.0,32.5,24.6,11.7,48.2
Paya Lebar,2021,12 Dec,0.0,0.0,0.0,0.0,27.0,30.1,25.1,13.6,37.0
Paya Lebar,2021,13 Dec,0.0,0.0,0.0,0.0,27.5,31.0,25.4,15.3,55.6
Paya Lebar,2021,14 Dec,0.0,0.0,0.0,0.0,28.5,32.8,25.8,16.2,48.2
Paya Lebar,2021,15 Dec,0.2,0.2,0.2,0.2,28.5,32.9,26.0,14.0,42.6
Paya Lebar,2021,16 Dec,0.0,0.0,0.0,0.0,29.1,33.7,26.0,11.5,31.5
Paya Lebar,2021,17 Dec,10.0,2.4,3.0,4.4,27.6,32.3,24.9,11.1,40.7
Paya Lebar,2021,18 Dec,19.4,13.0,18.8,19.4,27.9,31.9,24.5,7.3,24.1
Paya Lebar,2021,19 Dec,12.2,6.4,8.2,9.8,27.7,32.5,23.8,10.1,35.2
Paya Lebar,2021,20 Dec,0.0,0.0,0.0,0.0,28.0,32.6,25.3,10.6,35.2
Paya Lebar,2021,21 Dec,0.8,0.8,0.8,0.8,28.5,33.0,25.4,10.9,42.6
Paya Lebar,2021,22 Dec,0.0,0.0,0.0,0.0,-,32.8,26.0,-,27.8
Paya Lebar,2021,23 Dec,8.0,7.4,8.0,8.0,-,30.4,25.6,-,16.7
Paya Lebar,2021,24 Dec,12.6,10.2,11.0,12.4,-,32.0,25.5,-,25.9
Paya Lebar,2021,25 Dec,0.2,0.2,0.2,0.2,-,32.5,25.2,-,38.9
Paya Lebar,2021,26 Dec,0.0,0.0,0.0,0.0,-,32.1,25.6,-,40.7
Paya Lebar,2021,27 Dec,0.0,0.0,0.0,0.0,-,33.9,25.5,-,37.0
Paya Lebar,2021,28 Dec,0.0,0.0,0.0,0.0,-,33.7,25.8,-,44.4
Paya Lebar,2021,29 Dec,3.4,1.8,1.8,2.4,-,32.5,26.0,-,38.9
Paya Lebar,2021,30 Dec,1.2,1.0,1.2,1.2,-,31.6,25.0,-,29.6
Paya Lebar,2021,31 Dec,71.2,31.4,36.4,38.4,-,26.9,24.1,-,33.3
Paya Lebar,2021,1 Nov,2.4,2.0,2.2,2.4,26.9,32.7,24.9,4.2,24.1
Paya Lebar,2021,2 Nov,60.0,35.8,52.6,58.0,26.3,32.7,23.8,6.1,37.0
Paya Lebar,2021,3 Nov,7.6,5.4,6.6,6.6,26.9,31.7,24.4,6.5,27.8
Paya Lebar,2021,4 Nov,18.0,16.4,16.8,16.8,27.2,34.1,24.6,6.3,27.8
Paya Lebar,2021,5 Nov,15.8,8.2,10.2,13.6,26.4,31.9,24.4,5.2,27.8
Paya Lebar,2021,6 Nov,3.0,2.6,2.6,2.6,27.5,34.0,24.1,3.9,24.1
Paya Lebar,2021,7 Nov,8.4,6.0,7.2,7.6,27.0,32.2,25.4,3.8,25.9
Paya Lebar,2021,8 Nov,0.8,0.4,0.6,0.8,27.1,30.8,25.0,4.7,20.4
Paya Lebar,2021,9 Nov,19.2,13.6,13.8,15.2,27.0,33.9,24.2,7.2,35.2
Paya Lebar,2021,10 Nov,15.8,5.2,7.4,9.8,26.0,29.7,24.0,8.1,35.2
Paya Lebar,2021,11 Nov,0.8,0.4,0.4,0.6,27.9,33.1,24.4,10.6,31.5
Paya Lebar,2021,12 Nov,1.2,1.0,1.0,1.2,28.2,32.9,23.1,9.7,44.4
Paya Lebar,2021,13 Nov,3.2,2.4,2.6,2.6,27.0,29.3,23.6,10.1,42.6
Paya Lebar,2021,14 Nov,0.0,0.0,0.0,0.0,29.2,34.8,26.0,6.6,31.5
Paya Lebar,2021,15 Nov,5.8,5.6,5.6,5.6,27.5,31.9,25.2,6.3,25.9
Paya Lebar,2021,16 Nov,0.0,0.0,0.0,0.0,28.7,33.3,24.6,6.2,29.6
Paya Lebar,2021,17 Nov,26.0,21.6,25.6,25.8,28.6,33.5,23.4,6.1,50.0
Paya Lebar,2021,18 Nov,16.6,5.0,8.2,12.6,27.4,31.7,23.9,6.1,35.2
Paya Lebar,2021,19 Nov,0.0,0.0,0.0,0.0,28.6,33.6,25.1,7.8,33.3
Paya Lebar,2021,20 Nov,1.8,0.6,0.8,1.4,27.1,30.5,24.3,5.0,31.5
Paya Lebar,2021,21 Nov,5.0,4.0,4.6,5.0,27.5,33.8,24.9,4.5,25.9
Paya Lebar,2021,22 Nov,4.2,2.4,3.2,4.2,28.2,32.6,24.8,5.9,33.3
Paya Lebar,2021,23 Nov,21.2,11.6,12.8,20.8,26.7,33.4,24.1,5.6,29.6
Paya Lebar,2021,24 Nov,8.2,1.8,2.8,4.8,25.4,27.1,24.0,3.5,25.9
Paya Lebar,2021,25 Nov,0.0,0.0,0.0,0.0,27.9,33.7,24.0,6.6,24.1
Paya Lebar,2021,26 Nov,0.0,0.0,0.0,0.0,29.2,33.8,25.7,11.4,33.3
Paya Lebar,2021,27 Nov,69.2,40.8,61.0,67.0,28.0,34.3,22.4,7.7,25.9
Paya Lebar,2021,28 Nov,0.0,0.0,0.0,0.0,28.6,33.8,24.6,7.2,27.8
Paya Lebar,2021,29 Nov,0.0,0.0,0.0,0.0,30.3,35.0,26.4,11.6,42.6
Paya Lebar,2021,30 Nov,0.0,0.0,0.0,0.0,30.5,35.4,25.7,8.3,31.5
Paya Lebar,2021,1 Oct,23.0,5.2,9.2,14.4,27.0,31.1,23.5,12.3,57.4
Paya Lebar,2021,2 Oct,2.6,2.4,2.6,2.6,26.4,29.4,23.3,5.3,27.8
Paya Lebar,2021,3 Oct,0.0,0.0,0.0,0.0,28.7,33.9,24.7,5.3,22.2
Paya Lebar,2021,4 Oct,0.0,0.0,0.0,0.0,29.3,33.6,25.6,7.2,31.5
Paya Lebar,2021,5 Oct,0.0,0.0,0.0,0.0,28.3,29.6,24.9,8.3,48.2
Paya Lebar,2021,6 Oct,0.0,0.0,0.0,0.0,30.1,34.4,26.4,10.9,37.0
Paya Lebar,2021,7 Oct,0.0,0.0,0.0,0.0,30.1,34.5,27.1,11.9,33.3
Paya Lebar,2021,8 Oct,0.0,0.0,0.0,0.0,30.2,33.8,27.5,13.3,29.6
Paya Lebar,2021,9 Oct,0.0,0.0,0.0,0.0,30.2,34.7,27.8,13.0,35.2
Paya Lebar,2021,10 Oct,6.6,2.6,3.4,4.6,28.2,33.0,25.9,8.2,37.0
Paya Lebar,2021,11 Oct,0.0,0.0,0.0,0.0,30.0,34.9,25.4,12.6,33.3
Paya Lebar,2021,12 Oct,0.0,0.0,0.0,0.0,30.1,34.8,27.1,10.8,31.5
Paya Lebar,2021,13 Oct,4.4,4.2,4.2,4.4,29.8,34.7,26.7,10.6,33.3
Paya Lebar,2021,14 Oct,0.0,0.0,0.0,0.0,30.0,33.0,28.1,15.8,38.9
Paya Lebar,2021,15 Oct,0.0,0.0,0.0,0.0,30.0,34.1,26.2,11.4,38.9
Paya Lebar,2021,16 Oct,0.0,0.0,0.0,0.0,29.9,33.4,28.0,9.6,31.5
Paya Lebar,2021,17 Oct,14.2,11.6,12.0,12.0,28.1,34.4,24.3,6.3,33.3
Paya Lebar,2021,18 Oct,1.8,1.2,1.6,1.8,27.3,31.2,24.6,4.6,24.1
Paya Lebar,2021,19 Oct,0.0,0.0,0.0,0.0,28.8,32.7,25.1,7.4,35.2
Paya Lebar,2021,20 Oct,21.2,12.6,14.2,15.6,26.7,31.4,23.9,6.8,37.0
Paya Lebar,2021,21 Oct,51.0,29.2,44.0,51.0,26.7,33.6,23.1,7.4,55.6
Paya Lebar,2021,22 Oct,0.0,0.0,0.0,0.0,27.9,33.8,24.7,7.8,35.2
Paya Lebar,2021,23 Oct,10.2,10.0,10.2,10.2,27.5,33.3,23.7,5.6,51.9
Paya Lebar,2021,24 Oct,3.0,3.0,3.0,3.0,27.8,34.4,25.0,6.5,29.6
Paya Lebar,2021,25 Oct,14.8,10.8,14.4,14.6,27.4,32.8,24.1,5.5,29.6
Paya Lebar,2021,26 Oct,1.0,0.8,1.0,1.0,28.5,33.8,24.9,4.7,29.6
Paya Lebar,2021,27 Oct,0.0,0.0,0.0,0.0,29.6,34.3,25.7,9.1,35.2
Paya Lebar,2021,28 Oct,0.0,0.0,0.0,0.0,27.9,30.1,26.9,8.6,51.9
Paya Lebar,2021,29 Oct,0.0,0.0,0.0,0.0,29.0,33.2,26.0,7.6,29.6
Paya Lebar,2021,30 Oct,0.4,0.2,0.4,0.4,29.1,34.0,25.7,7.4,29.6
Paya Lebar,2021,31 Oct,2.6,1.0,1.4,1.8,27.8,32.6,25.3,3.9,31.5
Paya Lebar,2021,1 Sep,1.6,0.8,1.2,1.4,28.5,32.8,24.9,14.7,42.6
Paya Lebar,2021,2 Sep,61.2,25.6,39.0,51.2,-,27.9,23.1,-,44.4
Paya Lebar,2021,3 Sep,0.0,0.0,0.0,0.0,-,33.2,24.8,-,29.6
Paya Lebar,2021,4 Sep,6.0,4.8,5.8,6.0,-,32.9,24.4,-,29.6
Paya Lebar,2021,5 Sep,0.0,0.0,0.0,0.0,-,32.9,25.6,-,31.5
Paya Lebar,2021,6 Sep,0.6,0.6,0.6,0.6,-,34.3,26.0,-,38.9
Paya Lebar,2021,7 Sep,0.0,0.0,0.0,0.0,-,33.0,26.1,-,35.2
Paya Lebar,2021,8 Sep,12.4,9.2,12.2,12.2,28.4,31.8,23.4,16.8,46.3
Paya Lebar,2021,9 Sep,0.0,0.0,0.0,0.0,29.3,32.7,26.7,12.9,31.5
Paya Lebar,2021,10 Sep,25.0,19.8,24.6,25.0,27.3,30.3,22.7,11.3,44.4
Paya Lebar,2021,11 Sep,0.0,0.0,0.0,0.0,28.6,32.8,25.0,10.1,35.2
Paya Lebar,2021,12 Sep,0.0,0.0,0.0,0.0,29.1,33.1,27.1,9.0,31.5
Paya Lebar,2021,13 Sep,2.0,1.4,1.6,1.6,27.3,29.6,25.9,8.3,35.2
